,TP9,AF7,AF8,TP10,Right AUX,timestamps
2865,909.668,-8.789,-21.484,926.270,0.000,1731708185.059
2866,951.660,-15.137,-32.227,938.477,0.000,1731708185.063
2867,971.680,-8.789,-17.090,997.559,0.000,1731708185.067
2868,-998.535,-4.395,0.000,935.547,0.000,1731708185.071
2869,-325.684,-28.809,0.000,-461.914,0.000,1731708185.075
2870,-1000.000,-36.133,0.000,-1000.000,0.000,1731708185.079
2871,-931.641,-30.762,0.000,-928.711,0.000,1731708185.083
2872,-1000.000,-41.016,0.000,-1000.000,0.000,1731708185.087
2873,-932.617,-21.973,0.000,-937.988,0.000,1731708185.091
2874,-1000.000,-7.812,0.000,-1000.000,0.000,1731708185.095
2875,-770.020,-15.137,0.000,-499.023,0.000,1731708185.099
2876,709.961,1.465,0.000,867.676,0.000,1731708185.103
2877,-937.500,-1.465,0.000,-986.816,0.000,1731708185.106
2878,912.598,-9.766,0.000,935.547,0.000,1731708185.110
2879,943.359,-28.320,0.000,929.688,0.000,1731708185.114
2880,989.746,-45.898,-45.898,-984.375,0.000,1731708185.118
2881,957.031,-39.062,-31.250,885.742,0.000,1731708185.122
2882,-427.246,-28.320,-10.254,-552.734,0.000,1731708185.126
2883,-1000.000,-28.320,-22.949,-1000.000,0.000,1731708185.130
2884,-931.152,-22.949,-41.016,-935.059,0.000,1731708185.134
2885,-999.512,-22.949,-23.438,-983.398,0.000,1731708185.138
2886,-959.473,-32.715,-24.902,-996.094,0.000,1731708185.142
2887,-1000.000,-27.344,-23.438,-1000.000,0.000,1731708185.146
2888,-64.941,6.836,-22.461,222.168,0.000,1731708185.149
2889,-949.707,14.648,-34.668,-911.133,0.000,1731708185.153
2890,939.941,-24.414,-43.457,913.086,0.000,1731708185.157
2891,952.637,-22.461,-35.156,970.703,0.000,1731708185.161
2892,974.609,0.977,0.000,972.168,0.000,1731708185.165
2893,970.215,5.859,0.000,970.215,0.000,1731708185.169
2894,970.215,-0.488,0.000,970.215,0.000,1731708185.173
2895,986.328,2.930,0.000,986.816,0.000,1731708185.177
2896,912.109,-6.836,0.000,911.133,0.000,1731708185.181
2897,-976.074,-27.344,0.000,-970.215,0.000,1731708185.185
2898,860.352,-25.879,0.000,840.820,0.000,1731708185.189
2899,-597.168,-15.625,0.000,-621.582,0.000,1731708185.192
2900,-1000.000,-24.414,0.000,-1000.000,0.000,1731708185.196
2901,-934.082,-34.180,0.000,-937.988,0.000,1731708185.200
2902,-983.887,-15.137,0.000,-975.098,0.000,1731708185.204
2903,-994.629,-8.301,0.000,-1000.000,0.000,1731708185.208
2904,-1000.000,-20.996,-22.461,-995.605,0.000,1731708185.212
2905,251.465,-1.465,-11.719,367.676,0.000,1731708185.216
2906,-890.625,10.254,-5.371,-895.508,0.000,1731708185.219
2907,903.809,-10.742,-6.348,899.902,0.000,1731708185.223
2908,973.633,-26.367,-17.578,979.492,0.000,1731708185.227
2909,970.215,-23.926,-40.039,970.215,0.000,1731708185.231
2910,970.215,-18.555,-46.387,971.680,0.000,1731708185.235
2911,970.215,-17.578,-45.898,968.262,0.000,1731708185.239
2912,986.328,-12.695,-40.527,982.422,0.000,1731708185.243
2913,912.109,9.277,-30.762,912.109,0.000,1731708185.247
2914,-976.074,-1.953,-14.160,-972.168,0.000,1731708185.251
2915,860.840,-23.438,-18.555,849.121,0.000,1731708185.254
2916,-597.168,-49.316,-42.480,-611.816,0.000,1731708185.259
2917,-1000.000,-54.199,-26.367,-1000.000,0.000,1731708185.262
2918,-929.688,-36.133,-24.414,-933.105,0.000,1731708185.266
2919,-988.281,-23.926,-26.855,-978.516,0.000,1731708185.270
2920,-997.559,-13.672,-12.207,-1000.000,0.000,1731708185.274
2921,-939.453,-10.742,-0.488,-879.395,0.000,1731708185.278
2922,313.477,20.020,-8.789,437.500,0.000,1731708185.282
2923,-906.738,27.344,0.000,-913.086,0.000,1731708185.286
2924,909.668,-29.785,-19.531,906.738,0.000,1731708185.290
2925,975.098,-45.410,-52.246,987.793,0.000,1731708185.294
2926,964.355,-32.227,-50.293,936.035,0.000,1731708185.297
2927,920.898,-19.043,-16.602,974.121,0.000,1731708185.301
2928,-919.922,-7.812,4.395,982.422,0.000,1731708185.305
2929,137.695,-20.508,-2.930,-292.480,0.000,1731708185.309
2930,-1000.000,-21.484,0.000,-1000.000,0.000,1731708185.313
2931,-1000.000,-27.344,-7.324,-958.496,0.000,1731708185.317
2932,-917.480,-40.039,-28.809,-943.359,0.000,1731708185.321
2933,-1000.000,-32.227,-15.625,-1000.000,0.000,1731708185.325
2934,-891.113,-13.672,3.906,-881.836,0.000,1731708185.329
2935,566.895,-0.488,5.371,578.613,0.000,1731708185.333
2936,-910.645,-20.020,-30.273,-912.109,0.000,1731708185.336
2937,895.020,-16.602,-39.551,895.996,0.000,1731708185.340
2938,985.840,5.371,-12.207,989.746,0.000,1731708185.344
2939,970.215,-16.113,-6.348,956.543,0.000,1731708185.348
2940,969.727,-28.809,0.488,996.094,0.000,1731708185.352
2941,970.215,-19.531,0.488,920.898,0.000,1731708185.356
2942,986.328,-22.461,-20.508,778.320,0.000,1731708185.360
2943,911.621,-32.715,-22.461,877.441,0.000,1731708185.364
2944,-975.098,-19.531,8.301,-947.754,0.000,1731708185.368
2945,856.934,-1.953,-11.230,820.801,0.000,1731708185.372
2946,-602.051,-27.344,-36.133,-626.953,0.000,1731708185.376
2947,-1000.000,-34.668,-7.812,-1000.000,0.000,1731708185.380
2948,-928.223,-27.832,3.906,-935.059,0.000,1731708185.383
2949,-1000.000,-30.762,-11.719,-987.305,0.000,1731708185.387
2950,-949.219,-27.344,-40.039,-993.164,0.000,1731708185.391
2951,-1000.000,-23.438,-43.945,-1000.000,0.000,1731708185.395
2952,0.000,10.742,-22.949,193.848,0.000,1731708185.399
2953,0.000,11.719,-18.555,-916.504,0.000,1731708185.403
2954,0.000,-20.508,-27.344,916.016,0.000,1731708185.407
2955,0.000,-10.742,-24.414,980.469,0.000,1731708185.411
2956,0.000,-6.348,-4.395,928.711,0.000,1731708185.415
2957,0.000,-12.207,-5.859,992.676,0.000,1731708185.419
2958,0.000,-3.906,-9.766,938.477,0.000,1731708185.423
2959,0.000,-9.277,-12.207,-420.410,0.000,1731708185.427
2960,0.000,-32.715,-22.949,-1000.000,0.000,1731708185.430
2961,0.000,-5.859,-17.578,-947.754,0.000,1731708185.434
2962,0.000,0.977,-29.297,-956.543,0.000,1731708185.438
2963,0.000,-18.555,-20.996,-1000.000,0.000,1731708185.442
2964,-194.336,-16.113,5.859,-931.152,0.000,1731708185.446
2965,-987.305,0.488,21.484,500.000,0.000,1731708185.450
2966,958.496,0.488,27.344,-902.832,0.000,1731708185.454
2967,948.242,-1.953,-16.113,897.461,0.000,1731708185.458
2968,959.473,14.648,-19.531,993.164,0.000,1731708185.461
2969,939.453,-2.441,-19.531,908.691,0.000,1731708185.465
2970,-940.918,-8.301,-28.809,-931.641,0.000,1731708185.469
2971,-69.824,-26.367,-14.160,491.699,0.000,1731708185.473
2972,-1000.000,-28.809,-0.488,-877.441,0.000,1731708185.477
2973,-968.750,-2.441,7.324,-1000.000,0.000,1731708185.481
2974,-948.730,-9.277,-20.020,-965.332,0.000,1731708185.485
2975,-1000.000,-23.926,-9.277,-952.148,0.000,1731708185.489
2976,-1000.000,-23.438,-15.137,-1000.000,0.000,1731708185.493
2977,-891.113,5.371,-10.254,-832.031,0.000,1731708185.497
2978,566.895,20.996,3.906,630.859,0.000,1731708185.501
2979,-910.645,-2.441,-20.508,-922.852,0.000,1731708185.504
2980,898.438,-33.203,-58.105,905.762,0.000,1731708185.508
2981,976.562,-19.043,-42.480,962.891,0.000,1731708185.512
2982,926.270,11.719,13.184,953.125,0.000,1731708185.516
2983,-924.316,10.742,-13.184,-970.703,0.000,1731708185.520
2984,68.359,13.672,-48.828,-146.973,0.000,1731708185.524
2985,-1000.000,-5.859,-15.137,-1000.000,0.000,1731708185.528
2986,-975.098,-18.555,-9.277,-953.125,0.000,1731708185.532
2987,-980.469,-14.648,-50.293,-994.141,0.000,1731708185.536
2988,0.000,-11.230,-34.668,-1000.000,0.000,1731708185.540
2989,0.000,0.977,1.465,-1000.000,0.000,1731708185.544
2990,0.000,-8.789,-31.738,-1000.000,0.000,1731708185.548
2991,0.000,-23.438,-50.293,-1000.000,0.000,1731708185.551
2992,0.000,-27.832,-35.645,-932.617,0.000,1731708185.555
2993,0.000,-7.812,-24.414,-1000.000,0.000,1731708185.559
2994,0.000,-6.348,-8.789,-597.168,0.000,1731708185.563
2995,0.000,-4.395,-17.578,828.125,0.000,1731708185.567
2996,0.000,4.395,-30.273,-971.191,0.000,1731708185.571
2997,0.000,5.859,24.902,920.410,0.000,1731708185.575
2998,0.000,-17.578,-3.906,959.473,0.000,1731708185.579
2999,0.000,-44.434,-58.105,957.031,0.000,1731708185.582
3000,-924.316,-31.250,-19.043,-978.027,0.000,1731708185.587
3001,71.777,-24.902,15.137,-179.199,0.000,1731708185.591
3002,-1000.000,-69.336,-9.277,-1000.000,0.000,1731708185.594
3003,-975.586,-83.496,-44.434,-949.707,0.000,1731708185.598
3004,-980.469,-67.871,-33.203,-996.094,0.000,1731708185.602
3005,-1000.000,-61.035,-21.973,-1000.000,0.000,1731708185.606
3006,-1000.000,-50.781,-27.832,-1000.000,0.000,1731708185.610
3007,-1000.000,-34.668,-30.273,-1000.000,0.000,1731708185.614
3008,-1000.000,-48.828,-13.672,-1000.000,0.000,1731708185.618
3009,-951.172,-30.762,19.043,-950.195,0.000,1731708185.622
3010,-1000.000,-12.207,-11.719,-1000.000,0.000,1731708185.625
3011,-810.059,-52.246,-46.387,-802.246,0.000,1731708185.629
3012,571.289,-47.363,-17.578,583.496,0.000,1731708185.634
3013,-923.340,-36.133,-20.020,-924.316,0.000,1731708185.637
3014,907.227,-52.246,-36.621,911.621,0.000,1731708185.641
3015,966.309,-42.969,-26.855,954.102,0.000,1731708185.645
3016,936.035,-28.320,-6.348,960.938,0.000,1731708185.649
3017,-936.523,-9.766,3.418,-982.422,0.000,1731708185.653
3018,-37.109,-4.883,-22.461,-226.562,0.000,1731708185.657
3019,-1000.000,-34.668,-32.715,-1000.000,0.000,1731708185.661
3020,-960.938,-31.250,0.977,-943.359,0.000,1731708185.665
3021,-988.281,-21.973,10.742,-999.512,0.000,1731708185.668
3022,-1000.000,-28.809,-20.020,-1000.000,0.000,1731708185.672
3023,-1000.000,-23.438,-24.414,-1000.000,0.000,1731708185.676
3024,-1000.000,-10.742,-3.418,-1000.000,0.000,1731708185.680
3025,-1000.000,13.184,6.348,-1000.000,0.000,1731708185.684
3026,-968.750,6.348,-10.254,-959.473,0.000,1731708185.688
3027,-993.652,-17.578,-16.113,-1000.000,0.000,1731708185.692
3028,-1000.000,-25.391,-7.812,-998.047,0.000,1731708185.696
3029,246.094,-6.348,-16.113,358.398,0.000,1731708185.700
3030,-891.113,18.555,-12.207,-895.996,0.000,1731708185.704
3031,908.691,20.020,0.977,909.180,0.000,1731708185.708
3032,955.078,17.090,9.277,948.730,0.000,1731708185.711
3033,939.941,28.809,0.000,962.891,0.000,1731708185.715
3034,-940.918,17.090,-11.719,-985.352,0.000,1731708185.719
3035,-78.613,-39.062,-28.320,-243.164,0.000,1731708185.723
3036,-1000.000,-34.180,-28.320,-1000.000,0.000,1731708185.727
3037,-955.566,-16.602,-18.066,-941.406,0.000,1731708185.731
3038,-991.211,-20.508,1.465,-1000.000,0.000,1731708185.735
3039,-1000.000,-16.113,-10.742,-1000.000,0.000,1731708185.739
3040,-1000.000,18.555,10.742,-1000.000,0.000,1731708185.743
3041,-1000.000,25.391,21.973,-1000.000,0.000,1731708185.747
3042,-1000.000,-1.953,-17.578,-1000.000,0.000,1731708185.751
3043,-1000.000,-11.230,-11.230,-1000.000,0.000,1731708185.755
3044,-934.082,-19.043,-15.625,-948.242,0.000,1731708185.758
3045,-1000.000,-15.137,-27.344,-1000.000,0.000,1731708185.762
3046,-789.062,-13.184,-27.344,-415.527,0.000,1731708185.766
3047,690.430,6.836,-12.695,877.930,0.000,1731708185.770
3048,-929.688,18.066,0.000,-989.258,0.000,1731708185.774
3049,887.695,17.578,0.000,901.855,0.000,1731708185.778
3050,947.266,26.367,0.000,964.355,0.000,1731708185.782
3051,-928.223,-3.906,0.000,-965.332,0.000,1731708185.786
3052,28.809,-38.086,0.000,-154.297,0.000,1731708185.790
3053,-1000.000,-40.527,0.000,-1000.000,0.000,1731708185.794
3054,-969.727,-31.738,0.000,-950.195,0.000,1731708185.798
3055,-983.398,-23.926,0.000,-995.117,0.000,1731708185.802
3056,-1000.000,-9.766,0.000,-1000.000,0.000,1731708185.805
3057,-1000.000,17.090,0.000,-1000.000,0.000,1731708185.809
3058,-1000.000,13.672,0.000,-1000.000,0.000,1731708185.813
3059,-1000.000,-35.156,0.000,-1000.000,0.000,1731708185.817
3060,-1000.000,-46.875,-39.062,-1000.000,0.000,1731708185.821
3061,-940.430,-23.926,-32.715,-943.848,0.000,1731708185.825
3062,-1000.000,-25.391,-12.207,-1000.000,0.000,1731708185.829
3063,-867.188,-19.531,-13.672,-565.430,0.000,1731708185.833
3064,597.168,7.324,2.930,791.992,0.000,1731708185.837
3065,-909.668,23.926,17.578,-961.426,0.000,1731708185.841
3066,872.559,38.574,40.039,882.812,0.000,1731708185.845
3067,965.332,30.273,30.762,982.422,0.000,1731708185.848
3068,-953.613,-27.832,-31.250,-996.582,0.000,1731708185.852
3069,-161.133,-61.523,-42.480,-291.504,0.000,1731708185.856
3070,-1000.000,-48.828,-23.926,-1000.000,0.000,1731708185.860
3071,-945.801,-26.855,-12.207,-937.012,0.000,1731708185.864
3072,-997.070,-19.531,-2.930,-1000.000,0.000,1731708185.868
3073,-1000.000,-17.090,10.254,-1000.000,0.000,1731708185.872
3074,-1000.000,-2.441,14.160,-1000.000,0.000,1731708185.876
3075,-1000.000,17.090,15.625,-1000.000,0.000,1731708185.880
3076,-1000.000,1.465,5.371,-1000.000,0.000,1731708185.884
3077,-1000.000,-22.461,-20.020,-1000.000,0.000,1731708185.888
3078,-1000.000,-38.086,-15.625,-1000.000,0.000,1731708185.892
3079,-1000.000,-32.715,-20.996,-1000.000,0.000,1731708185.895
3080,-1000.000,7.812,-10.742,-1000.000,0.000,1731708185.899
3081,-988.770,11.719,13.184,-997.070,0.000,1731708185.903
3082,-960.449,-10.742,4.395,-950.195,0.000,1731708185.907
3083,-1000.000,-9.277,0.488,-1000.000,0.000,1731708185.911
3084,-69.336,-6.836,-4.883,-228.027,0.000,1731708185.915
3085,-955.078,-15.137,-22.461,989.746,0.000,1731708185.919
3086,941.406,-6.836,-24.902,967.285,0.000,1731708185.923
3087,968.262,19.043,-4.883,957.031,0.000,1731708185.927
3088,916.992,4.395,20.996,917.969,0.000,1731708185.931
3089,-976.074,-7.812,-8.789,-963.867,0.000,1731708185.935
3090,860.840,-19.531,-34.180,816.895,0.000,1731708185.938
3091,-597.168,-43.457,-31.738,-648.438,0.000,1731708185.942
3092,-1000.000,-47.363,-27.832,-1000.000,0.000,1731708185.946
3093,-925.781,-44.922,-19.531,-927.734,0.000,1731708185.950
3094,-1000.000,-33.691,-11.230,-1000.000,0.000,1731708185.954
3095,-1000.000,-7.812,5.859,-1000.000,0.000,1731708185.958
3096,-1000.000,-4.395,3.418,-1000.000,0.000,1731708185.962
3097,-1000.000,-9.277,13.184,-1000.000,0.000,1731708185.966
3098,-985.352,-16.113,-16.602,-986.328,0.000,1731708185.970
3099,-965.820,-22.949,-41.992,-965.332,0.000,1731708185.974
3100,-1000.000,-30.273,-36.133,-1000.000,0.000,1731708185.978
3101,-1.953,-11.719,-17.578,-30.762,0.000,1731708185.981
3102,-935.059,25.391,-1.953,-950.195,0.000,1731708185.985
3103,931.641,33.691,-13.184,938.477,0.000,1731708185.989
3104,973.633,-10.742,-15.625,971.680,0.000,1731708185.993
3105,916.016,-32.227,-20.020,914.551,0.000,1731708185.997
3106,-976.074,-30.762,-41.992,-966.309,0.000,1731708186.001
3107,860.840,-33.203,-43.457,826.660,0.000,1731708186.005
3108,-597.168,-30.762,-32.227,-637.695,0.000,1731708186.009
3109,-1000.000,-19.531,-5.371,-1000.000,0.000,1731708186.013
3110,-925.781,-8.301,-5.859,-927.246,0.000,1731708186.017
3111,-1000.000,-0.488,-7.324,-1000.000,0.000,1731708186.021
3112,-1000.000,-27.344,-9.277,-1000.000,0.000,1731708186.024
3113,-1000.000,-59.570,-36.621,-1000.000,0.000,1731708186.028
3114,-1000.000,-16.113,-13.184,-1000.000,0.000,1731708186.032
3115,-1000.000,13.184,5.371,-1000.000,0.000,1731708186.036
3116,-931.152,-27.344,-35.156,-934.570,0.000,1731708186.040
3117,-1000.000,-36.133,-47.852,-1000.000,0.000,1731708186.044
3118,-738.770,-11.230,-14.160,-622.070,0.000,1731708186.048
3119,739.746,20.020,-1.953,799.316,0.000,1731708186.052
3120,-944.336,-1.465,-23.926,-964.844,0.000,1731708186.056
3121,902.344,-26.367,-30.273,916.016,0.000,1731708186.060
3122,-995.117,-20.996,-31.250,976.074,0.000,1731708186.064
3123,899.902,-13.672,-34.180,933.594,0.000,1731708186.067
3124,-934.082,-17.090,-21.484,-954.102,0.000,1731708186.071
3125,692.383,-24.414,-14.160,114.746,0.000,1731708186.075
3126,-784.668,0.488,7.812,-1000.000,0.000,1731708186.079
3127,-1000.000,29.785,28.809,-994.629,0.000,1731708186.083
3128,-944.824,-36.621,-38.574,-970.215,0.000,1731708186.087
3129,-948.730,-84.473,-78.613,-961.426,0.000,1731708186.091
3130,-1000.000,-49.805,-49.805,-1000.000,0.000,1731708186.095
3131,-485.352,-30.273,-17.578,-207.520,0.000,1731708186.098
3132,907.227,-11.719,0.000,989.746,0.000,1731708186.103
3133,-995.117,-9.766,0.000,965.820,0.000,1731708186.107
3134,930.664,6.836,0.000,956.543,0.000,1731708186.111
3135,948.242,20.508,0.000,925.781,0.000,1731708186.114
3136,970.215,-3.418,0.000,-986.816,0.000,1731708186.118
3137,-995.605,-26.855,0.000,892.090,0.000,1731708186.122
3138,-319.336,-40.527,0.000,-540.039,0.000,1731708186.126
3139,-1000.000,-49.805,0.000,-1000.000,0.000,1731708186.130
3140,-932.129,-37.598,0.000,-928.223,0.000,1731708186.134
3141,-1000.000,-12.207,0.000,-1000.000,0.000,1731708186.138
3142,-941.895,-9.277,0.000,-943.848,0.000,1731708186.142
3143,-1000.000,-21.484,0.000,-1000.000,0.000,1731708186.145
3144,-881.348,-20.508,-18.555,-566.406,0.000,1731708186.150
3145,580.078,-14.648,-0.977,792.480,0.000,1731708186.154
3146,-912.598,-7.812,4.395,-970.215,0.000,1731708186.158
3147,903.320,1.465,-44.434,932.129,0.000,1731708186.161
3148,956.543,-10.254,-46.387,927.734,0.000,1731708186.165
3149,959.473,-22.949,-12.695,-978.027,0.000,1731708186.169
3150,-975.586,-16.602,-9.277,861.328,0.000,1731708186.173
3151,-240.234,-12.695,2.441,-583.008,0.000,1731708186.177
3152,-1000.000,-29.297,-13.184,-1000.000,0.000,1731708186.181
3153,-955.566,-4.883,-38.086,-943.359,0.000,1731708186.185
3154,-943.848,-13.184,-38.086,-956.543,0.000,1731708186.189
3155,-1000.000,-19.043,-13.184,-1000.000,0.000,1731708186.192
3156,-891.113,20.996,15.137,-881.348,0.000,1731708186.197
3157,566.895,10.254,-6.348,579.102,0.000,1731708186.201
3158,-910.645,-14.160,-56.641,-912.109,0.000,1731708186.204
3159,895.020,-23.926,-68.359,897.949,0.000,1731708186.208
3160,-996.582,-24.414,-41.992,990.234,0.000,1731708186.212
3161,899.902,-9.277,-27.344,913.086,0.000,1731708186.216
3162,-935.547,8.789,-8.301,-924.805,0.000,1731708186.220
3163,699.707,16.113,-14.160,344.238,0.000,1731708186.224
3164,-779.297,-2.930,-46.387,-957.520,0.000,1731708186.228
3165,-1000.000,-26.855,-40.527,-1000.000,0.000,1731708186.232
3166,-933.594,-56.152,-55.176,-959.473,0.000,1731708186.236
3167,-1000.000,-42.480,-28.809,-1000.000,0.000,1731708186.239
3168,0.000,-14.648,-4.883,-1000.000,0.000,1731708186.244
3169,0.000,-29.785,-53.223,-1000.000,0.000,1731708186.248
3170,0.000,-29.297,-46.875,-1000.000,0.000,1731708186.251
3171,0.000,-14.648,-17.090,-936.523,0.000,1731708186.255
3172,0.000,-23.926,-24.902,-1000.000,0.000,1731708186.259
3173,0.000,-20.508,-32.715,-806.641,0.000,1731708186.263
3174,0.000,6.348,-29.785,662.598,0.000,1731708186.267
3175,0.000,11.230,-25.391,-928.711,0.000,1731708186.271
3176,0.000,-3.418,-41.992,899.902,0.000,1731708186.275
3177,0.000,-6.836,-25.391,987.305,0.000,1731708186.279
3178,0.000,-18.066,-26.367,970.703,0.000,1731708186.282
3179,0.000,-22.461,-34.180,970.703,0.000,1731708186.286
3180,969.727,-17.090,-20.508,970.703,0.000,1731708186.291
3181,969.727,-17.090,-44.434,970.703,0.000,1731708186.294
3182,969.727,-18.066,-39.551,970.215,0.000,1731708186.298
3183,969.727,-12.207,-40.039,970.703,0.000,1731708186.302
3184,969.727,-20.508,-31.250,970.703,0.000,1731708186.306
3185,975.098,-25.879,-9.277,980.469,0.000,1731708186.310
3186,951.660,-26.367,-21.973,935.059,0.000,1731708186.314
3187,939.453,-11.719,-27.344,974.609,0.000,1731708186.318
3188,-941.895,-3.418,-51.758,985.352,0.000,1731708186.322
3189,-72.754,-31.738,-40.039,-311.523,0.000,1731708186.326
3190,-1000.000,-48.828,-17.578,-1000.000,0.000,1731708186.329
3191,-966.309,-36.621,-15.137,-950.684,0.000,1731708186.333
3192,-956.055,-14.160,0.000,-959.473,0.000,1731708186.338
3193,-1000.000,-34.180,0.000,-1000.000,0.000,1731708186.341
3194,-1000.000,-51.758,0.000,-980.957,0.000,1731708186.345
3195,278.809,-11.719,0.000,400.879,0.000,1731708186.349
3196,-890.625,5.859,0.000,-896.484,0.000,1731708186.353
3197,901.855,-10.742,0.000,898.926,0.000,1731708186.357
3198,975.098,-10.742,0.000,980.469,0.000,1731708186.361
3199,969.727,-12.207,0.000,970.703,0.000,1731708186.365
3200,969.727,-30.273,0.000,970.703,0.000,1731708186.369
3201,969.727,-27.832,0.000,970.703,0.000,1731708186.373
3202,971.680,-12.695,0.000,976.562,0.000,1731708186.376
3203,970.215,0.000,0.000,952.148,0.000,1731708186.380
3204,912.598,5.371,14.160,945.312,0.000,1731708186.384
3205,-914.062,-6.348,12.695,-965.332,0.000,1731708186.388
3206,244.141,-22.461,-43.945,-42.969,0.000,1731708186.392
3207,-1000.000,-56.641,-52.734,-1000.000,0.000,1731708186.396
3208,-1000.000,-65.430,-39.551,-983.398,0.000,1731708186.400
3209,-920.898,-24.902,-17.578,-934.082,0.000,1731708186.404
3210,-1000.000,-20.020,-18.066,-1000.000,0.000,1731708186.408
3211,-975.098,-30.762,-21.484,-934.570,0.000,1731708186.412
3212,424.805,-10.254,-16.602,494.629,0.000,1731708186.416
3213,-895.996,-11.719,-33.203,-902.344,0.000,1731708186.419
3214,895.996,-11.719,-47.363,896.484,0.000,1731708186.423
3215,981.445,6.348,-25.391,984.375,0.000,1731708186.427
3216,970.215,-20.508,-6.836,970.703,0.000,1731708186.431
3217,969.727,-19.531,-3.906,970.703,0.000,1731708186.435
3218,970.215,-12.207,-32.227,970.703,0.000,1731708186.439
3219,969.727,-31.738,-54.199,970.703,0.000,1731708186.443
3220,969.727,-21.484,-23.438,970.703,0.000,1731708186.447
3221,969.727,-13.184,-17.090,970.215,0.000,1731708186.451
3222,970.215,-26.855,-28.809,970.703,0.000,1731708186.455
3223,982.910,-39.062,-19.043,979.492,0.000,1731708186.459
3224,923.828,-37.598,-30.273,938.477,0.000,1731708186.462
3225,995.117,-11.230,-23.926,965.820,0.000,1731708186.466
3226,941.406,8.789,-15.625,-988.770,0.000,1731708186.470
3227,-453.125,-20.996,-13.672,-272.461,0.000,1731708186.474
3228,-1000.000,-49.316,-15.625,-1000.000,0.000,1731708186.478
3229,-927.734,-48.340,-33.691,-938.477,0.000,1731708186.482
3230,-1000.000,-38.574,-29.785,-1000.000,0.000,1731708186.486
3231,-929.199,-36.133,-8.301,-936.035,0.000,1731708186.490
3232,-1000.000,-18.555,4.883,-1000.000,0.000,1731708186.494
3233,-708.984,-15.625,-13.672,-489.746,0.000,1731708186.498
3234,769.043,-16.113,-32.227,885.254,0.000,1731708186.502
3235,-951.172,-5.371,-11.719,-990.723,0.000,1731708186.505
3236,904.297,-16.113,-21.484,920.898,0.000,1731708186.509
3237,987.305,-4.395,-46.387,984.375,0.000,1731708186.513
3238,970.215,-10.254,-19.043,970.703,0.000,1731708186.517
3239,970.215,-20.996,4.395,970.703,0.000,1731708186.521
3240,972.168,-31.250,-22.949,972.656,0.000,1731708186.525
3241,967.773,-36.621,-36.621,970.703,0.000,1731708186.529
3242,916.504,-27.344,-23.926,916.016,0.000,1731708186.533
3243,-916.992,-14.160,-14.648,-921.387,0.000,1731708186.537
3244,202.637,-14.160,-9.766,260.254,0.000,1731708186.541
3245,-1000.000,-33.203,-3.418,-1000.000,0.000,1731708186.545
3246,-995.117,-29.297,-13.672,-1000.000,0.000,1731708186.549
3247,-987.305,-41.504,-43.457,-981.445,0.000,1731708186.552
3248,-948.242,-41.992,-35.156,-944.336,0.000,1731708186.556
3249,-1000.000,-9.277,-16.113,-1000.000,0.000,1731708186.560
3250,-862.793,-19.531,-17.578,-718.750,0.000,1731708186.564
3251,603.027,-26.855,-12.207,733.887,0.000,1731708186.568
3252,0.000,4.395,-0.488,-946.777,0.000,1731708186.572
3253,0.000,9.277,-7.812,905.273,0.000,1731708186.576
3254,0.000,-37.598,-26.855,986.816,0.000,1731708186.580
3255,0.000,-45.410,-52.246,970.703,0.000,1731708186.584
3256,0.000,-35.156,-47.852,970.215,0.000,1731708186.588
3257,0.000,-19.043,-7.324,971.191,0.000,1731708186.592
3258,0.000,-13.184,8.789,982.422,0.000,1731708186.596
3259,0.000,-40.039,-21.973,904.785,0.000,1731708186.599
3260,0.000,-8.301,-30.762,-928.223,0.000,1731708186.603
3261,0.000,2.441,-12.695,547.852,0.000,1731708186.607
3262,0.000,-42.969,5.859,-858.887,0.000,1731708186.611
3263,0.000,-55.176,-13.672,-1000.000,0.000,1731708186.615
3264,-957.031,-43.945,-39.062,-956.055,0.000,1731708186.619
3265,-947.754,-32.227,-25.879,-948.730,0.000,1731708186.623
3266,-1000.000,-40.527,-4.395,-1000.000,0.000,1731708186.627
3267,-749.512,-9.277,0.000,-558.105,0.000,1731708186.631
3268,730.957,-9.766,-28.320,846.680,0.000,1731708186.635
3269,-941.895,-34.668,-42.480,-978.027,0.000,1731708186.639
3270,901.367,-21.484,-34.668,916.016,0.000,1731708186.642
3271,987.793,-3.418,-25.879,985.352,0.000,1731708186.646
3272,969.727,5.371,-17.578,970.703,0.000,1731708186.650
3273,969.727,-30.762,-33.203,970.703,0.000,1731708186.654
3274,970.215,-18.555,-28.320,971.191,0.000,1731708186.658
3275,981.445,-17.090,-3.906,983.887,0.000,1731708186.662
3276,901.367,-35.645,-22.949,902.344,0.000,1731708186.666
3277,-916.016,-32.227,-48.340,-923.828,0.000,1731708186.670
3278,497.070,-47.363,-35.156,559.570,0.000,1731708186.674
3279,-907.715,-58.105,-42.969,-863.281,0.000,1731708186.678
3280,-1000.000,-43.945,-48.828,-1000.000,0.000,1731708186.682
3281,-964.355,-29.785,-26.367,-960.449,0.000,1731708186.685
3282,-957.031,-25.879,-14.160,-955.078,0.000,1731708186.689
3283,-1000.000,-31.250,-33.203,-1000.000,0.000,1731708186.693
3284,-891.113,-33.203,-32.715,-857.422,0.000,1731708186.697
3285,566.895,-10.254,-28.320,606.445,0.000,1731708186.701
